"GeneID"	"control_1"	"control_2"	"control_3"	"control_4"	"control_5"	"control_6"	"treatment_1"	"treatment_2"	"treatment_3"	"treatment_4"	"treatment_5"	"treatment_6"
"Zm00001eb151280"	28.01	33.44	32.5	29.11	44.68	39.61	12.39	13.61	20.83	22.42	9.35	13.5
"Zm00001eb151380"	77.33	80.69	10.97	11.87	61.32	59.1	85.01	85.06	24.36	20.93	54.1	50.84
"Zm00001eb151450"	16.72	16.17	27.08	24.72	30.29	20.93	22.39	19.48	29.46	34.26	35.67	38.52
"Zm00001eb151480"	14.48	12.82	12.28	16.17	23.52	22.14	17.78	16.94	28.43	29.39	26.72	26.84
"Zm00001eb151720"	16.045	19.79	34.905	37.185	11.57	14.755	24.67	22.82	27.41	28.845	14.86	13.725
"Zm00001eb151930"	13.38	14.05	20	18.69	15.46	14.07	21.08	21.48	33.64	31.49	26.2	24.93
"Zm00001eb152050"	24.49	24.72	12.94	14.24	27.39	30.37	34.73	33.49	19.29	21.21	44	42.08
"Zm00001eb152340"	49.85	49.61	22.12	20.75	34.18	23.42	34.59	37.2	25.94	27.16	30.19	31.81
"Zm00001eb152450"	71.44	64.95	20.4	16.71	76.83	91.79	80.7	85.5	295.36	289.12	172.07	173.05
"Zm00001eb152500"	20.76	20.73	18.71	18.53	15.66	16.32	24.62	26.81	15.26	15.55	18.36	17.74
"Zm00001eb152600"	10.04	9.18	13.73	14.19	6.01	7.48	12.5	11.41	19.52	21.99	9.01	7.89
"Zm00001eb152680"	70.54	70.67	17.93	17.55	78.57	78.04	87.95	90.78	58.82	58.05	113.69	115.32
"Zm00001eb152950"	19.42	16.86	53.25	57.78	13.14	11.79	19.59	18.4	38.52	39.17	18.87	17.7
"Zm00001eb153070"	3.1	3.78	13.87	12.45	18.8	12.52	3.86	2.57	14.47	17.29	8.31	8.28
"Zm00001eb153500"	145.605	146.56	76.925	73.195	81.885	101.83	160.545	160.21	92.515	85.58	109.38	115.595
"Zm00001eb153650"	24.19	24.25	29.26	30.74	23.09	22.58	26.45	24.56	24.46	19.66	46.95	50.01
"Zm00001eb153660"	6.61	5.7	21.19	15.78	3.02	3.42	4.73	5.68	96.64	93.84	39.29	44.81
"Zm00001eb153780"	2.28	2.53	54.65	51.27	4.4	5.45	5.17	5.38	29.84	21.28	73.75	80.12
"Zm00001eb153830"	44.03	41.54	12.05	13.75	35.28	45.13	38.63	41.64	20.71	16.69	20.87	24.03
"Zm00001eb153940"	123.01	118.59	93.14	91.24	116.24	120.64	119.49	114.44	142.82	136.85	130.91	138.59
"Zm00001eb153980"	12.92	16.81	49.64	48.78	9.8	11.83	11.72	10.53	20.36	24.98	5.91	6.89
"Zm00001eb154060"	5.67	7.87	195.23	196.59	82.56	65.14	5.84	6.3	646.85	645	11.83	12.17
"Zm00001eb154100"	13.95	14.18	54.62	48.09	14.95	13.28	12.75	12.79	36.72	34.42	14.63	15.32
"Zm00001eb154220"	5.52	5.37	15.33	12.68	9.59	10.39	8.4	6.71	18.55	20.64	27.18	26.11
"Zm00001eb154490"	23.59	21.38	114.57	103.04	48.32	55.23	38.48	41.3	184.73	189.25	112.25	116.32
"Zm00001eb154510"	276.2	307.25	85.98	80.26	197.92	198.97	294.45	296.19	80.85	84.19	119.64	109.67
"Zm00001eb154580"	98.42	85.17	91.58	88.27	76.56	89.87	104.26	105.75	713.46	692.08	302.25	291.76
"Zm00001eb154640"	51.17	40.72	115.55	101.75	60.52	67.97	46.77	44.16	145.16	134.36	55.65	48.05
"Zm00001eb154650"	0.15	0.47	7.91	9.25	23.74	21.72	2.39	3.82	12.99	12.7	13.3	15.31
"Zm00001eb154690"	196.31	188.39	61.14	56.99	123.01	117.72	178.03	185.64	70.06	65.54	68.13	68.37
"Zm00001eb154710"	241.5	234.85	70.58	75.77	157.98	158.58	234.6	236.6	59	66.89	78.37	84.55
"Zm00001eb154780"	158.75	155.48	91.37	93.71	151.31	147.27	239.22	241.29	65.03	66.98	183.43	175.8
"Zm00001eb154790"	46.7	43.01	60.09	57.31	16.68	16.2	28.43	28.41	3.52	6.59	18.33	22.02
"Zm00001eb155060"	10.43	10.73	9.17	11.31	33.48	27.7	8.76	8.63	92.79	97.91	19.19	21.67
"Zm00001eb155120"	1.6	0.93	55.42	50.58	12.49	9.13	2.61	2.61	44.07	45.95	6.96	9.76
"Zm00001eb155550"	10.19	10.95	87.77	83.75	22.71	18.44	10.45	10.57	114.18	116.27	186.7	183.32
"Zm00001eb155590"	28.84	29.65	23.6	23.75	32.24	35.33	36.23	36.34	28.94	30.63	62.01	61.3
"Zm00001eb155830"	118.61	106.12	41.7	42.81	64.21	73.24	159.02	157.19	45.8	47.07	114.32	106.74
"Zm00001eb156020"	14.03	13.09	15.49	16.21	14.65	12.91	17.52	18.6	22.07	20.62	16.32	14.4
"Zm00001eb156040"	2.77	2.68	19.57	16.65	1.5	0.79	3.6	4.16	92.87	90.8	13.16	14.2
"Zm00001eb156300"	14.7	10.79	25.44	15.06	9.96	11.6	18.96	18.11	31.32	31.7	12.07	13.9
"Zm00001eb156610"	17.45	15.72	9.08	8.13	41.78	45.18	29.75	28.15	166.39	164.32	55.61	52.76
"Zm00001eb156700"	22.42	18.91	18.72	24.59	21.29	20.12	27.97	23.31	33.5	31.98	31.66	35.66
"Zm00001eb156930"	6.87	6.42	50.47	45.7	9.05	8.56	12.73	13.28	20.87	19.97	46.04	42.6
"Zm00001eb157120"	72.84	62.54	50.05	54.14	55.38	58.76	63.47	57.67	68.62	64.54	51.41	48.81
"Zm00001eb157160"	13.96	14.54	13.36	13.98	13.11	15.09	33.15	33.73	31.37	32.97	28.24	33.94
"Zm00001eb157430"	4.16	6.24	207.27	227.21	7.52	9.07	10.4	12.95	79.77	86.95	16.61	20.84
"Zm00001eb157530"	19.49	17.61	7.19	7.06	33.8	39.62	23.7	20.77	25.89	27.65	81.94	92.27
"Zm00001eb157640"	1.44	2.93	35.99	40.4	5.81	4.38	4.05	4.65	28.68	29.35	15.78	11.72
"Zm00001eb157660"	13.72	14.82	127.6	120.91	11.61	12.42	9.78	9.08	42.18	39.44	6.36	8.41
"Zm00001eb157790"	21.32	18.32	17.17	15.51	16.75	18.14	19.2	17.56	13.52	13.73	11.99	13.79
"Zm00001eb157820"	0.84	0.85	186.94	196.95	4.23	3.53	1.01	0.43	633.6	624.2	16.12	13.05
"Zm00001eb157850"	61.73	53.66	103.43	104.29	99.77	102.5	53.63	47.49	135.7	138.52	108.34	100.33
"Zm00001eb157900"	109.07	98.56	394.91	389.09	68.78	63.2	70.12	67.51	325.59	302.73	81.27	83.61
"Zm00001eb158030"	30.21	29.76	27.26	28.29	16.26	18.37	13.2	13.11	38.77	38.69	8.33	8.38
"Zm00001eb158040"	0.93	0.63	23.83	24.57	3.68	3.81	1.96	2.03	36.34	34.66	11.57	13.56
"Zm00001eb158100"	19.95	23.2	2.18	2.9	47.37	42.29	33.35	32.93	10.43	10.95	19.73	19.95
"Zm00001eb158170"	15.99	15.66	1.04	2.24	115.54	95.92	29.44	34.15	3.39	2.7	22.66	21.59
"Zm00001eb158190"	319.01	327.34	134.08	130.94	405.65	462.12	525.73	507.72	111.76	109.94	659.71	640.9
"Zm00001eb158270"	37.32	37.95	9.13	8.78	51.24	58.16	27.58	28.86	8.4	6.89	11.06	11.31
"Zm00001eb158300"	6.35	5.11	0.98	2.2	32.38	36.28	13.57	11.77	2.67	2.9	54.74	47.85
"Zm00001eb158530"	2.96	3.14	32.37	18.97	5.99	4.86	3.97	4.35	73.45	78.08	31.43	25.74
"Zm00001eb158750"	14.41	16.99	17.04	16.58	8.65	9.41	13.53	10.78	12.69	9.74	7.35	7.26
"Zm00001eb158800"	2.12	2.14	436.18	429.81	11.07	9.04	2.07	2.3	177.44	176.33	15.33	17.4
"Zm00001eb159080"	24.19	23.25	238.83	253.5	17.41	24.18	12.31	12.77	74.21	67.8	11.07	11.27
"Zm00001eb159420"	137.06	135.51	98.02	99.8	92.39	111.16	137.62	138.2	82.05	86.71	96.76	96.03
"Zm00001eb159560"	23.7	22.05	14.38	17.45	28.45	29.88	51.7	57.35	20.98	23.15	33.54	32.63
"Zm00001eb159620"	38.09	36.91	28.35	29.09	31.91	37.52	45.15	49.51	30.39	33.03	41.27	43.71
"Zm00001eb159720"	13.47	12.91	47.5	51.49	21.27	24.2	25.04	22.9	31.17	31.05	11.38	11.77
"Zm00001eb159730"	80.89	75.73	69.25	78.62	79.27	86.97	100.66	100.16	72.64	73.17	66.4	66.74
"Zm00001eb159890"	11.31	12.68	23.88	23.6	14.94	13.82	18.83	17.87	23.47	26.42	42.64	39.8
"Zm00001eb160010"	793.08	813.57	9.07	10.6	125.45	101.49	189.9	180.46	11.64	12.01	21.37	26.06
"Zm00001eb160020"	591.18	587.25	37.84	50.81	152.3	139.87	254.78	230.48	51.5	55.47	70	70.81
"Zm00001eb160200"	34.405	28.66	20.645	21.65	57.21	71.265	42.93	44.36	46.995	43.25	37.275	35.3
"Zm00001eb160340"	230.41	239.09	178.92	169.43	201.63	223.06	241.09	244.12	198.29	213.53	128.65	111.03
"Zm00001eb160470"	36.96	37.05	24.52	23.26	38.32	35.58	101.49	103.96	84.46	83.91	175.34	170.97
"Zm00001eb161810"	42.98	42.18	73.14	70.31	69.63	67.06	46.93	51.59	92.67	86.38	48.68	47.6
"Zm00001eb161920"	41.1	45.51	22.95	25.12	30.26	27.71	35.65	33.98	25.56	24.32	21.47	21.56
"Zm00001eb161970"	15.89	16.66	51.9	54.32	14.24	15.31	11.54	16.95	19.28	22.71	28.35	28.55
"Zm00001eb162210"	5.13	4.31	96.98	98.09	52.41	54.02	5.64	5.83	606.08	596.04	23.3	21.22
"Zm00001eb162230"	76.56	75.23	14.23	12.97	42.93	44.03	85.66	86.25	30.61	24.04	104.58	116.5
"Zm00001eb162270"	18.39	16.21	13.21	10.87	11.54	13.84	17.28	18.59	20.8	19.49	18.04	20.46
"Zm00001eb162370"	111.5	112.08	45.49	47.59	99.75	102.24	136.59	141.26	59.39	62.47	185.26	191.27
"Zm00001eb162400"	6.56	7.17	66.98	67.84	12.23	10.87	9	10.17	29.78	28.97	7.11	5.48
"Zm00001eb162430"	65.4	67.16	331.42	333.96	311.04	282.4	142.41	142.34	366.96	381.79	224.59	229.65
"Zm00001eb162530"	13.79	12.55	233.01	223.07	15.86	14.28	22.01	28.59	159.26	163.4	30.88	30.65
"Zm00001eb162560"	19.89	18.99	25.88	27.99	37.34	37.5	28.89	25.62	36.94	41.64	55.15	60.51
"Zm00001eb162620"	216.18	215.2	340.57	344.85	340.53	289.71	116.27	114.59	469.31	461.96	496.81	519.6
"Zm00001eb162710"	0.6	0.61	42.47	35.14	18.67	15.59	1.08	2.81	28.03	30.32	4.53	2.29
"Zm00001eb162740"	11.78	12.46	28.27	28.58	10.44	12.74	9.97	11.71	28.27	25.37	1.85	0.74
"Zm00001eb162930"	100.42	100.23	52.49	41.21	110.75	108.25	136.74	147.83	59.15	63.64	95.7	96.82
"Zm00001eb163530"	43.31	45.58	58.63	61.78	66.23	77.89	41.18	40.22	101.05	100.18	163.93	158.16
"Zm00001eb163700"	90.61	92.6	43.61	44.14	61.77	52.12	74.16	75.25	42.9	45.6	21.26	23.85
"Zm00001eb163910"	4.59	5.78	121.74	127.95	606.14	495.67	11.35	14.88	505.6	499.88	94.05	85.96
"Zm00001eb163970"	9.76	9.63	22.4	24.68	13.57	11.56	8.36	10.56	17.04	13.66	4.37	4.94
"Zm00001eb163980"	14.52	11.6	62.92	58.19	33.94	33.73	17.74	19.22	162.42	147.81	68.48	61.55
"Zm00001eb164030"	67.33	64.19	35.24	34.91	49.34	54.57	65.91	64.67	55.56	55.24	70.42	68.47
"Zm00001eb164170"	35.67	37.35	103.04	101.01	43.3	45.42	63.2	64.41	127.12	127.36	110.53	112.82
"Zm00001eb164330"	57.66	57.19	18.13	15.62	87.26	90.5	49.1	49.66	45.15	44	64.86	61.6
"Zm00001eb164390"	4.43	4.39	1268.34	1257.66	35.25	31.01	5.48	5.23	457.95	446.05	34.62	34.34
"Zm00001eb164590"	42.29	39.7	13.17	11.71	19.49	18.78	39.08	34.06	13.62	15.1	16.57	18.64
"Zm00001eb164620"	14.82	13.5	43.93	43.83	11.77	11.96	15.76	17.44	56.66	57.76	14.08	12.46
"Zm00001eb164780"	49.82	47.31	17.86	16.43	157.07	168.1	56.24	50.47	21.22	22.27	42.09	45.85
"Zm00001eb164860"	83.98	85.77	60.02	63.44	324.63	258.54	75.41	79.84	4.44	5.76	3.46	5.66
"Zm00001eb165460"	32.79	28.89	242.61	247.79	30.82	29.33	54.91	48.02	103.79	105.96	66.71	65.18
"Zm00001eb165550"	30.69	33.68	17.46	17.04	103.32	84.74	28.39	31.66	0.73	0.75	8.48	14
"Zm00001eb165580"	119.49	127.07	67.92	68.56	133.07	114.47	108.24	106.56	10.96	9.65	25.2	26.02
"Zm00001eb165590"	38.01	45.09	70.21	74.33	59.43	45.08	37.79	41.01	63	61.1	43.33	39.03
"Zm00001eb165860"	9.79	10.23	48.78	43.44	20.33	16.07	11.23	10.28	39	40.41	7.89	8.41
"Zm00001eb165870"	12.19	13.34	49.03	48.95	16.75	17.78	27.63	23.24	30.06	25.72	27.02	25.22
"Zm00001eb165890"	2.24	1.61	286.42	276.14	14.13	16.15	2.43	3.53	614.11	583.34	29.37	26.09
"Zm00001eb165900"	16.26	19.33	15.09	16.94	4.91	5.43	11.24	9.87	1.74	1.21	1.28	1.38
"Zm00001eb166150"	14.66	12.19	12.62	11.64	13.82	16.91	14.99	16.1	12.63	10.46	18.79	18.93
"Zm00001eb166180"	31.39	30.75	21.67	27.88	31.17	32.24	21.37	23	28.37	26	17.75	19.76
"Zm00001eb166450"	19.26	18.32	13.75	9.97	55.67	48.58	19.97	14.05	17.18	15.68	27.32	35.86
"Zm00001eb166810"	20.26	18.57	10.42	9.49	19.39	21.99	27.34	27.81	12.36	12.7	19.08	20.93
"Zm00001eb167080"	21.06	23.73	2.39	4.38	20.11	28.05	31.92	34.31	16.55	15.47	29.5	31.84
"Zm00001eb167150"	1.74	1.9	52.5	55.61	0.71	1.04	1.66	1.29	16.14	19.6	15.48	14.37
"Zm00001eb167370"	18.04	18.46	21.32	23.15	19.32	19.07	15.17	15.04	29.25	32.27	13.81	18.15
"Zm00001eb167520"	29.99	27.58	16.9	14.93	26.02	28.43	43.35	42.19	30.91	30.95	19.79	19.33
"Zm00001eb167910"	1.17	0.92	66.61	66.57	15.98	13.51	0.99	1.64	66.95	72.07	17.05	16.88
"Zm00001eb168270"	77.77	79.37	54.22	50.48	42.22	48.13	67.74	69.54	40.57	40.82	27.42	23.37
"Zm00001eb168430"	26.82	22.66	18.35	21.76	44.9	45.84	53.2	49.22	51.45	44.26	103.45	113.08
"Zm00001eb168450"	4.3	4	43.03	45.87	4.28	5.31	6.9	7.34	34.98	33.55	10.91	12.11
"Zm00001eb168510"	13.09	17.74	2.15	1.82	10.61	9.63	17.62	19.12	14.92	14.15	15.42	10.94
"Zm00001eb168550"	41.13	40.66	118.8	121.65	117.47	117.3	29.67	30.93	73.3	82.55	62.74	58.29
"Zm00001eb168830"	5.18	4.84	27.34	28.58	11.43	14.84	14.48	13.6	20.25	18.53	13.3	15.86
"Zm00001eb168910"	110.22	103.51	53.72	58.26	137.79	148.44	139.64	145.39	123.79	126.17	152.99	145.99
"Zm00001eb169130"	23.44	28.49	21.54	18.09	16.17	18.13	22.79	21.77	24.77	24.3	28.77	27.98
"Zm00001eb169450"	0.46	0.47	18.98	13.75	1.57	2.03	1.79	1.9	33.36	32.51	18.71	21.2
"Zm00001eb169570"	68.18	70.47	6.26	6.79	53.14	46.03	48.1	50.32	21.07	21.1	17.6	17.25
"Zm00001eb169620"	47.85	50.55	36.38	41.17	46.69	55.06	37.26	42.35	19.29	23.15	53.57	52.04
"Zm00001eb169630"	16.43	17.85	31.01	34.18	24.35	26.33	14.98	17.89	34.74	32.59	16.92	13.45
"Zm00001eb169640"	81.43	71.4	22.46	24.77	53.97	67.54	78.17	74.63	27.58	26.79	47.33	38.69
"Zm00001eb169920"	14.9	14.67	20.2	23.19	11.12	13.68	7.45	7.93	11.11	13.71	7.86	7.05
"Zm00001eb169970"	397.61	402.25	186.43	177.68	354.7	381.18	307.43	328.49	225.54	217.89	282.75	286.21
"Zm00001eb169990"	3.3	2.19	45.82	46.84	4.13	3.9	3.3	2.94	31.68	28.84	13.81	14.46
"Zm00001eb170020"	122.02	126.72	56.52	56.33	242.51	227.25	110.85	114.47	69.89	72.69	48.82	49.65
"Zm00001eb170040"	400.33	405.17	68.12	65.87	618.4	604.66	305.6	301.23	133.51	137.61	115.36	110
"Zm00001eb170540"	295.45	288.1	85.85	87.97	71.76	70.7	251.65	252.72	63.88	59.74	91.5	89.3
"Zm00001eb170550"	11.99	14.21	32.51	20.43	8.83	8.06	14.5	15.01	17.47	13.17	9.77	9.23
"Zm00001eb170900"	39.44	37.27	30.52	24.89	41.92	45.95	48.25	52.48	28.57	29.19	55.76	56.44
"Zm00001eb171010"	35.04	36.72	31.81	30.78	33.62	36.22	31.89	33.66	43.2	41.27	43.54	37.81
"Zm00001eb171020"	61.58	64.75	29.21	31.39	47.44	55.68	96.97	96.45	32.88	30.02	81.23	76.28
"Zm00001eb171050"	4.81	2.85	10.71	11.44	21.84	16.58	61.49	59.39	24.33	24.13	26	27.56
"Zm00001eb171060"	2.84	3.95	37.6	38.15	13.7	10.25	28.71	29.49	21.78	20.1	40.37	36.32
"Zm00001eb171230"	17.82	15.91	2438.48	2413.81	44.73	37.53	29.27	29.79	1357.28	1305.17	113.86	114.96
"Zm00001eb171260"	17.6	16.95	41.56	34.99	21.34	23.48	24.51	19.36	23.88	23.08	23.67	22.74
"Zm00001eb171340"	39.27	37.05	38.95	32.43	27.21	24.08	44.55	41.53	43.21	44.69	22.78	23.65
"Zm00001eb171400"	17.36	20.23	74	82.18	27.92	28	18.5	15.24	87.36	94.01	66.1	79.21
"Zm00001eb171440"	175.33	170.11	71.92	74.28	225.92	247.24	182.78	183.75	316.54	308.93	311.6	310.74
"Zm00001eb171810"	26	27.79	49.71	48.68	24.86	21.55	43.41	46.25	63.19	61.52	51.23	51.18
"Zm00001eb171840"	19.39	21.45	28.25	27.85	8.55	9.66	22.52	25.31	17.17	17.34	20.98	20.41
"Zm00001eb172100"	47.91	43.02	13.86	14.15	21.25	26.38	43.23	40.4	14.17	15.47	18.13	18.25
"Zm00001eb172110"	41	34.55	45.89	48.28	81.6	97.3	37.62	35.32	36.05	33.58	67.33	69.9
"Zm00001eb172130"	211.82	194.66	85.86	81.68	154.55	145.57	213.81	219.75	88.76	82.43	77.43	73.2
"Zm00001eb172140"	48.72	46.57	132.49	125.76	39.07	44.29	51.24	48.34	58.56	54.95	72.87	75.49
"Zm00001eb172160"	13.09	16.03	35.23	36	28.93	21.6	18.34	17.6	74.58	75.26	41.2	42.56
"Zm00001eb172230"	10.76	9.36	2.29	1.67	130.68	113.64	17.69	16.02	5.96	6.52	23.22	21.73
"Zm00001eb172290"	82.06	72.58	37.87	42.3	53.5	48.64	95.91	108.63	8.96	10.48	10.43	12.54
"Zm00001eb172590"	44.47	42.56	76.27	78.02	39.14	40.07	56.36	62.65	51.42	49.74	38.77	36.54
"Zm00001eb172650"	70.47	70.66	31.05	31.2	40.74	48.84	69.03	76.52	45.84	43.21	73.77	73.67
"Zm00001eb172970"	4.79	5.15	7.63	9.72	18.65	20.86	17.04	16.63	16.1	16.9	15.69	16.59
"Zm00001eb172980"	67.07	66.87	58.87	60.82	93.57	94.14	68.97	68.47	55.48	57.11	122.2	124.73
"Zm00001eb173100"	35.85	40.86	163.03	169.2	38.6	37.87	71.51	80.4	36.93	39.13	35.13	39.88
"Zm00001eb173260"	54.45	54.09	40.93	44.31	53.55	58.04	57.42	58.77	50.07	50.58	80.22	82.46
"Zm00001eb173360"	25.41	31.82	13.32	10.24	19.42	16.92	27.2	26.7	14.71	12.32	8.34	10.3
"Zm00001eb173410"	823.42	835.04	950.75	939.98	825.53	805.3	764.09	750.32	745.85	731.28	452.04	456.48
"Zm00001eb173420"	11.15	12.1	23.76	23.58	14.29	12.93	14.72	14.3	20.92	22.87	19.05	18.73
"Zm00001eb173490"	104.1	106.82	43.76	42	110.08	103.24	92.98	95.24	61.71	53.03	37.86	32.55
"Zm00001eb173510"	3.65	5.44	784.68	767.8	17.78	10.37	10.79	11.53	302.72	299.3	39.75	41.52
"Zm00001eb173560"	97.78	110.19	59.69	46.48	97.35	79.65	124.87	136.64	76.96	78.56	76.27	75.6
"Zm00001eb173700"	97.73	90.24	74.63	84.67	71.68	61.69	47.23	56.68	70.56	67.99	47.33	41.42
"Zm00001eb173710"	65.18	70.21	56.73	55.77	78.3	72.55	73.88	72.63	51.54	49.05	40.26	37.02
"Zm00001eb173790"	255.32	278.37	99.21	120.23	197.24	183.25	242.76	256.37	120.76	109.11	82.85	88.61
"Zm00001eb173880"	140.14	134.77	109.84	105.48	80.36	81.09	125.59	124.16	125.59	128.85	64.31	70.05
"Zm00001eb174310"	104.43	97.32	35.93	33.7	73.42	59.61	109.69	100.61	41.27	41.02	82.87	84.57
"Zm00001eb174670"	47.86	43.14	22.53	22.51	29.73	33.55	60.9	63.29	75.72	78.28	42.77	47.83
"Zm00001eb174750"	25.52	27.47	48.28	47.53	25.47	20.64	44.68	43.66	113.54	108.06	119.76	113.15
"Zm00001eb174900"	9.69	9.74	108.88	102.88	22.93	19.88	16.97	14.17	35.14	36.11	29.39	29.51
"Zm00001eb174930"	234.94	223.41	78.84	73.61	144.22	159.73	210.65	209.05	65.13	60.77	56.85	62.08
"Zm00001eb175100"	165.07	170.64	65.25	59.33	130.59	135.73	138.94	134.77	66.14	59.72	62.95	52.26
"Zm00001eb175200"	213.69	207.07	132.19	143.29	172.19	146.51	124.55	138.33	132.49	133.43	95.69	105.95
"Zm00001eb175280"	68.28	70.21	43.56	44.48	80.15	86.09	78	73.88	66.37	61.87	86.66	92.12
"Zm00001eb175430"	12.77	15.64	17.77	17.5	26.22	29.37	12.22	11.44	14.72	13.42	14.59	10.04
"Zm00001eb175490"	75.8	65.23	27.8	21.69	45.21	55.86	63.09	61.11	32.24	31.6	45.34	44.85
"Zm00001eb175500"	0.9	0.69	72.22	69.48	4.84	4.19	1.36	0.78	481.53	493.5	24.72	28.05
"Zm00001eb175730"	42.25	30.54	37.19	31.08	55.25	62.66	65.27	53.79	61.43	63.78	88.2	92.57
"Zm00001eb175760"	4.01	2.69	40.97	44.06	5.18	5.58	24.36	26.76	74.07	66.31	39.31	41.73
"Zm00001eb175810"	1.2	2.62	120.45	111.79	38.82	40.31	1.24	1.53	70.16	68.76	7.03	4.92
"Zm00001eb176000"	164.08	149.66	53.49	50.14	117.06	110.89	131.24	137.15	43.84	48.49	45.14	44.21
"Zm00001eb176090"	4.02	5.13	24.02	23.55	9.13	9.31	5.27	5.22	37.34	34.29	22.83	22.39
"Zm00001eb176160"	21.91	25.42	30.51	29.03	23.74	21.07	17.26	19.88	74.82	74.03	35.45	37.07
"Zm00001eb176260"	36	36.58	132.36	131.57	21.45	18.23	29.15	27.69	88.36	84.68	17.82	14.89
"Zm00001eb176270"	41.3	38.3	18.29	15.13	43.82	43.68	28.93	30.49	15.75	15.47	32.12	32.5
"Zm00001eb176730"	33.67	30.83	11.33	13.4	20.8	27.87	31.46	32.36	16.02	19.03	28.36	26.01
"Zm00001eb176850"	11.24	10.02	17.69	15.23	8.36	8.67	8.92	11.47	85.99	88.22	63.97	65.34
"Zm00001eb177630"	28.46	23.23	29.14	37.27	38.55	43.22	29.89	29.76	30.84	35.7	41.98	50
"Zm00001eb178140"	188.56	209.33	99.3	91.82	144.7	131.74	213.36	201.01	77.16	79.14	66.35	66.68
"Zm00001eb178540"	79.08	86.74	51.6	51.44	69.96	79.7	105.35	101.63	51.16	49.53	80.06	76.05
"Zm00001eb178690"	22.72	20.73	21.31	26.1	51.89	53.33	31.78	30.27	26.86	31.81	59.11	61.58
"Zm00001eb178700"	1.72	1.08	103.87	97.23	2.4	2.54	7.96	6.03	65.69	71.38	17.04	16.98
"Zm00001eb179000"	42.35	50.07	39.32	32.21	45.38	36.91	45.79	48.51	44.06	39.92	60.11	58.1
"Zm00001eb179090"	42.12	37.03	164.57	153.19	65.78	66.37	57.01	47.79	110.78	113.3	83.56	88
"Zm00001eb179190"	18.965	21.52	121.855	120.57	27.76	26.44	37.005	38.24	107.645	99.49	30.565	34.16
"Zm00001eb179280"	43.41	49.52	43.16	45.36	43.77	42.7	105.65	112.47	357.03	354.01	349.73	358.51
"Zm00001eb179490"	254.42	242.58	133.87	126.01	155.35	164.48	94.14	91.37	140.34	143.01	57.44	64.16
"Zm00001eb179570"	3.18	4.96	197.55	156.02	6.94	8.39	6.69	4.63	87.41	81.78	14.83	17.97
"Zm00001eb179680"	6.78	7.4	1248.24	1192.66	54.94	50.63	14.3	12.32	366.35	382.41	43.67	31.89
"Zm00001eb179750"	97.45	85.18	51.25	44.65	57.84	61.95	83.28	81.28	25.73	24.24	70.21	83.52
"Zm00001eb179810"	12.57	12.89	131.97	123.89	53.97	56.17	18.6	20.32	100.28	99.91	21.26	23.44
"Zm00001eb179820"	35.74	36.23	35.18	29.99	56.43	55.3	31.58	35.01	45.19	43.76	39.2	34.57
"Zm00001eb181370"	11.49	10.89	50.32	52.52	13.52	14.17	12.86	14.39	60.77	63.86	16.59	13.31
"Zm00001eb181530"	52.93	44.89	54.81	50.72	34.67	40.42	35.84	36.79	38.36	35.98	15.63	15.77
"Zm00001eb182020"	14.48	11.01	82.05	71.75	13.71	16.36	18.57	18.51	54.55	50.13	9.31	7.75
"Zm00001eb182130"	9.24	9.23	34.57	30.86	14.97	11.74	16.1	12.86	1.42	0.48	4.02	4.99
"Zm00001eb182380"	30.99	29.14	27.76	26.35	19.55	19.98	31.27	27.51	29.66	32.19	18.98	19.9
"Zm00001eb182460"	66.35	64.62	107.59	91.76	55.51	60.29	50.64	45.85	75.51	78.88	39.71	41.94
"Zm00001eb182490"	109.69	109.87	25.41	23.59	24.33	31.12	89.68	89.07	29.34	24.27	43.98	41.77
"Zm00001eb182780"	7.17	6.79	39.01	35.11	14.84	15.42	7.81	8.56	44.41	46.1	13.85	14.51
"Zm00001eb182940"	26.35	27.11	51.57	48.27	20.08	19.4	19.92	20.55	25.41	24.94	8.62	8.98
"Zm00001eb183600"	96.92	104.15	39.71	32.66	56.89	49.65	60.44	54.7	24.81	23.77	26.33	33.78
"Zm00001eb183750"	22.06	19.14	22.31	19.36	20.27	17.26	18.6	21.12	23.66	27.34	12.65	11.46
"Zm00001eb183770"	5.39	8.13	130.38	129.55	9.93	6.67	5.18	3.95	62.73	64.74	9.86	7.05
"Zm00001eb183780"	42.98	44.94	33.18	26.17	37.1	44.23	42.19	43.28	49.83	49.42	43.48	37.45
"Zm00001eb183830"	11.84	13.3	14.56	14.77	31.4	31.68	9.2	10.59	24.96	25.18	32.96	35.82
"Zm00001eb184110"	12.32	12.11	55.3	60.46	15.86	13.18	33.36	34.36	73.59	68.15	99.23	97.89
"Zm00001eb184320"	36.95	35.95	11.38	11.03	62.8	56.64	35.73	32.11	43.33	48.69	85.79	88.58
"Zm00001eb184420"	2.53	3.86	26.98	22.56	1.37	2.07	4.37	5.53	17.05	16.62	10.41	14.73
"Zm00001eb184470"	42.97	44.35	292.62	288.77	82.27	80.99	213.38	201.88	468.52	473.81	382.19	397.35
"Zm00001eb184510"	11	14.8	26.18	26.63	12	13.5	14.3	16.84	24.11	22.5	7.7	9.23
"Zm00001eb184520"	12.44	10.83	22.87	26.9	9.42	7.23	6.68	7.37	15.97	17.46	6.18	7.75
